Publication.Year,Study.Name,Study.Name.numbered,Title,Journal,Paper.Notes,WoS.Search,Google.Scholar,Partial.database,Original.Source_Publication.Year,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,Order,Common.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Current.Parent,Regional.Threat.Status,IUCN.Status.Current_SUB,Threat_Status_SUB,Latitude,Longitude,Wild.Managed.Captive,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,Clutch.Size.BoW,Clutch.Size.NZBO,Av.Clutch.Size,Av.Clutch.Size.Mean,Cooney2020_log.Clutch.Size,Cooney2020_10^.Clutch.Size,Nest.Clutch.no,Eggs.no,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.Clutch.Size,Egg.BoW.Clutch.Size,Total,Cases,Proportion,Standardised.Hatching.Success.Definition,Standardised.Hatchability.Definition,Other.Definition,Calculations.Estimations_HatchingFailure,Calculations.Estimations_TotalEggs,TotalEggs_Summary
2013,Kingma et al. 2013,Kingma et al. 2013 (01),Breeding synchronization facilitates extrapair mating for inbreeding avoidance,Behavioral Ecology,NA,YES,NO,YES,2013,YES,YES,2005,2010,Passeriformes,Purple-crowned Fairy-wren,Malurus_coronatus,Malurus_coronatus,NA,,LC,Non-threatened,-17.5166670,126.1000000,Wild,Natural,No,No,40,60,0.00,0.00,,,3,3,0.393575203,2.475,9,25,27,22.275,NA,NA,25,15,0.6,Not stated,Not stated,NA,NA,NA,Actual total
2013,Kingma et al. 2013,Kingma et al. 2013 (02),Breeding synchronization facilitates extrapair mating for inbreeding avoidance,Behavioral Ecology,NA,YES,NO,YES,2013,YES,YES,2005,2010,Passeriformes,Purple-crowned Fairy-wren,Malurus_coronatus,Malurus_coronatus,NA,,LC,Non-threatened,-17.5166670,126.1000000,Wild,Natural,No,No,10,90,0.00,0.00,,,3,3,0.393575203,2.475,207,619,621,512.325,NA,NA,619,557.1,0.9,Not stated,Not stated,NA,NA,NA,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (01),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2005,2005,Anseriformes,Lesser Scaup,Aythya_affinis,Aythya_affinis,NA,,LC,Non-threatened,39.0262610,-76.7990590,Captive,Artificial,No,Yes,27,73,0.00,0.00,,,NA,NA,0.997641185,9.9458335,NA,19,NA,NA,NA,NA,19,13.87,0.73,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2,NA,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (02),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2001,2003,Pelecaniformes,White Ibis,Eudocimus_albus,Eudocimus_albus,NA,,LC,Non-threatened,27.6648000,-81.5158000,Wild managed,Artificial,No,No,26.21052632,73.78947368,0.00,0.00,,,NA,NA,0.402547922,2.5266665,NA,19,NA,NA,NA,NA,19,14.02,0.737894737,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (03),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2005,2005,Falconiformes,American Kestrel,Falco_sparverius,Falco_sparverius,NA,,LC,Non-threatened,39.0262610,-76.7990590,Captive,Artificial,No,Yes,28,72,0.00,0.00,,,NA,NA,0.666283923,4.6375,NA,20,NA,NA,NA,NA,20,14.4,0.72,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (04),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2001,2002,Charadriiformes,European Herring Gull/Herring Gull,Larus_argentatus,Larus_argentatus,NA,,LC,Non-threatened,36.7783000,-119.4179000,Wild managed,Artificial,No,No,50.41176471,49.58823529,0.00,0.00,,,NA,NA,0.432702102,2.70833325,NA,51,NA,NA,NA,NA,51,25.29,0.495882353,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (05),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2005,2005,Charadriiformes,Laughing Gull,Larus_atricilla,Larus_atricilla,NA,,LC,Non-threatened,37.4316000,-78.6569000,Wild managed,Artificial,No,No,35.4,64.6,0.00,0.00,,,NA,NA,0.400537989,2.515,NA,40,NA,NA,NA,NA,40,25.84,0.646,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (06),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2001,2002,Suliformes,﻿Double-crested Cormorant,Nannopterum_auritus,Phalacrocorax_auritus,NA,,LC,Non-threatened,39.0458000,-76.6413000,Wild managed,Artificial,No,No,24.11111111,75.88888889,0.00,0.00,,,NA,NA,0.527629901,3.37,NA,54,NA,NA,NA,NA,54,40.98,0.758888889,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (07),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,NA,NA,Pelecaniformes,Brown Pelican,Pelecanus_occidentalis,Pelecanus_occidentalis,NA,,LC,Non-threatened,35.7596000,-79.0193000,Wild managed,Artificial,No,No,31,69,0.00,0.00,,,NA,NA,0.428674653,2.6833335,NA,13,NA,NA,NA,NA,13,8.97,0.69,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2,NA,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (08),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2005,2005,Passeriformes,Common Grackle,Quiscalus_quiscula,Quiscalus_quiscula,NA,,NT,Non-threatened,39.0458000,-76.6413000,Wild managed,Artificial,No,No,67,33,0.00,0.00,,,NA,NA,0.680108787,4.7875,NA,15,NA,NA,NA,NA,15,4.95,0.33,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2,NA,Actual total
2009,Klimstra et al. 2009,Klimstra et al. 2009 (09),Factors related to the artificial incubation of wild bird eggs,Avian Biology Research,NA,YES,NO,NO,2009,YES,NO,2003,2005,Passeriformes,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,NA,,LC,Non-threatened,42.8714667,-77.2297333,Wild managed,Artificial,No,No,71.42857143,28.57142857,0.00,0.00,,,NA,NA,0.719331287,5.24,NA,14,NA,NA,NA,NA,14,4,0.285714286,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,HS% calculated from Table 2 - mean weighted by sample sizes,Total eggs calculated from Table 2,Actual total
2008,Knape et al. 2008,Knape et al. 2008,An analysis of hatching success in the great reed warbler Acrocephalus arundinaceus,Oikos,NA,YES,NO,NO,2008,YES,YES,1983,2004,Passeriformes,Great Reed-warbler,Acrocephalus_arundinaceus,Acrocephalus_arundinaceus,NA,,LC,Non-threatened,59.1763890,15.3955560,Wild,Natural,No,No,9.149338374,90.85066163,0.00,0.00,,,3-7 eggs,5,0.625826713,4.225,529,2645,2645,2235.025,NA,NA,2645,2403,0.908506616,Not stated,Not stated,NA,HS% calculated from text,NA,Actual total
2013,Kobayashi & Nakamura 2013,Kobayashi & Nakamura 2013,Chick and juvenile survival of Japanese rock ptarmigan Lagopus muta japonica,Wildlife Biology,NA,YES,NO,NO,2013,YES,YES,2006,2012,Galliformes,Japanese Rock Ptarmigan,Lagopus_muta_japonica,Lagopus_muta,LC,EN (Red List of Threatened Birds of Japan),EN,Threatened,36.1000000,137.5333330,Wild,Natural,No,No,9.3,90.7,1.70,NA,,,5.7 ± 0.1,5.7,0.855620086,7.1716665,55,309,313.5,NA,NA,NA,309,280.263,0.907,Nest success x hatchability x survival of female during June,Percentage/Proportion of eggs that hatched per clutch in successful clutches/nests (at least one egg hatched),NA,NA,NA,Actual total
2019,Kouba et al. 2019,Kouba et al. 2019,Low food abundance prior to breeding results in female-biased sex allocation in Tengmalm’s Owl (Aegolius funerus),Journal of Ornithology,NA,NO,NO,NO,2019,YES,NO,2006,2012,Strigiformes,Boreal Owl/Tengmalm's Owl ,Aegolius_funereus,Aegolius_funereus,NA,,LC,Non-threatened,50.0000000,13.0000000,Wild managed,Natural,Yes,No,6.463878327,93.53612167,0.00,0.00,,,5.128571429,5.128571429,0.686412809,4.8575,52,263,266.6857143,252.59,NA,NA,263,246,0.935361217,Not stated,NA,NA,Exact HS% calculated from text,NA,Actual total
2011,Krist & Munclinger 2011,Krist & Munclinger 2011,Superiority of extra-pair offspring: Maternal but not genetic effects as revealed by a mixed cross-fostering design,Molecular Ecology,Found via Dataset Search - 'egg hatching success',NO,NO,NO,2011,NO,YES,2006,2009,Passeriformes,Collared Flycatcher,Ficedula_albicollis,Ficedula_albicollis,NA,,LC,Non-threatened,49.5333330,17.0666670,Wild managed,Natural,Yes,No,5.4,94.6,0.00,0.00,,,4-8 eggs,6,0.775428392,5.9625,156,991,936,930.15,NA,NA,991,937.486,0.946,NA,Not stated,NA,NA,NA,Actual total
2020,Kumar et al. 2020,Kumar et al. 2020,"Relative abundance, habitat preference, and breeding ecology of Asian Black francolin, Francolinus francolinus asiae (Bonaparte, 1856) from North-Western Himalaya",Journal of Asia-Pacific Biodiversity,NA,YES - post-search alert,NO,NO,2020,YES,NO,2011,2015,Galliformes,Asian Black Francolin,Francolinus_francolinus_asiae,Francolinus_francolinus,LC,Not Evaluated,LC,Non-threatened,30.0668000,79.0193000,Wild,Natural,No,No,0,100,0.00,0.00,,,5.417 ± 0.793,5.417,NA,NA,12,56,65.004,NA,NA,NA,56,56,1,Not stated,NA,NA,HS% calculated from text,NA,Actual total
2019,Kuranov et al. 2019,Kuranov et al. 2019,Nesting of the Pied Flycatcher (Ficedula hypoleuca Pall.) in the Southeast of Western Siberia,Contemporary Problems of Ecology,NA,NO,"""hatching failure""",NO,2019,NO,NO,1980,2017,Passeriformes,European Pied Flycatcher/Pied Flycatcher,Ficedula_hypoleuca,Ficedula_hypoleuca,NA,,LC,Non-threatened,57.4602620,77.0398790,Wild managed,Natural,Yes,No,7.399528546,92.60047145,0.00,0.00,,,6.64 ± 0.03,6.64,0.762803559,5.791666667,NA,17393,NA,NA,NA,NA,17393,16106,0.926004715,NA,NA,NA,HS% calculated from Tables 8 and 9,Total eggs calculated from Tables 8 and 9,Actual total
2011,Lara et al. 2011,Lara et al. 2011,Breeding biology of the Wren-like Rushbird (Phleocryptes melanops) in south-central Chile,Ornitologia Neotropical,"Paper in Spanish, only abstract in English",NO,NO,YES,2011,YES,NO,2005,2008,Passeriformes,Wren-like Rushbird,Phleocryptes_melanops,Phleocryptes_melanops,NA,,LC,Non-threatened,-36.8015900,-72.3827480,Wild,Natural,No,No,4.6875,95.3125,0.00,0.00,,,2.5 ± 0.6,2.5,NA,NA,25,64,62.5,NA,NA,NA,64,61,0.953125,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,HS% calculated from text,NA,Actual total
2018,Lee et al. 2018,Lee et al. 2018,"Breeding biology of two wagtail subspecies on Ulleung Island, Korea: Amur Wagtails, Motacilla alba leucopsis and Black-backed Wagtails, M. a. lugens",Animal Cells and Systems,Also found via Dataset Search - 'egg hatching success',YES,NO,NO,2018,YES,NO,2012,2013,Passeriformes,Amur Wagtail,Motacilla_alba_leucopsis,Motacilla_alba,LC,Not Evaluated,LC,Non-threatened,37.5000000,131.8666670,Wild,Natural,No,No,0,100,0.00,0.00,,,4.76 ± 1.05,4.76,0.730378469,5.375,16,NA,76.16,NA,NA,NA,76.16,76.16,1,Percentage/Proportion of eggs that hatched,NA,NA,HS% calculated from text,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2009,Lengyel et al. 2009,Lengyel et al. 2009 (01) - single eggs,Clutch size determination in shorebirds: Revisiting incubation limitation in the pied avocet (Recurvirostra avosetta),Journal of Animal Ecology,NA,YES,NO,NO,2009,YES,YES,2000,2000,Charadriiformes,Pied Avocet,Recurvirostra_avosetta,Recurvirostra_avosetta,NA,,LC,Non-threatened,46.7964760,19.1845300,Wild,Natural,No,No,14,86,0.00,0.00,,,5.1 ± 0.38,5.1,0.571611774,3.7291665,NA,242,NA,NA,NA,NA,242,208.12,0.86,Percentage/Proportion of successful clutches/nests (at least one egg hatched) AND Number of eggs that hatched,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to predation",NA,NA,NA,Actual total
2009,Lengyel et al. 2009,Lengyel et al. 2009 (02) - single eggs,Clutch size determination in shorebirds: Revisiting incubation limitation in the pied avocet (Recurvirostra avosetta),Journal of Animal Ecology,NA,YES,NO,NO,2009,YES,YES,2000,2000,Charadriiformes,Pied Avocet,Recurvirostra_avosetta,Recurvirostra_avosetta,NA,,LC,Non-threatened,46.7964760,19.1845300,Wild,Natural,No,No,9,91,0.00,0.00,,,3.92 ± 0.35,3.92,0.571611774,3.7291665,NA,270,NA,NA,NA,NA,270,245.7,0.91,Percentage/Proportion of successful clutches/nests (at least one egg hatched) AND Number of eggs that hatched,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to predation",NA,NA,NA,Actual total
2009,Liljeström et al. 2009,Liljeström et al. 2009,Chilean Swallows (Tachycineta meyeni) adjust the number of feathers added to the nest with time of breeding,The Wilson Journal of Ornithology,Also in Wilson (2019) Table 4,YES,NO,NO,2009,YES,NO,2006,2008,Passeriformes,Chilean Swallow,Tachycineta_meyeni,Tachycineta_meyeni,NA,,LC,Non-threatened,-54.8019000,-68.3030000,Wild managed,Natural,Yes,No,14,86,3.00,NA,,,4,4,NA,NA,51,NA,204,NA,NA,NA,204,175.44,0.86,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2013,Lobo & Marini 2013,Lobo & Marini 2013 (02),"Artificial incubation, egg replacement and adoptive parents in bird management: a test with Lesser Elaenia Elaenia chiriquensis",Bird Conservation International,NA,YES,NO,NO,2013,YES,NO,2009,2010,Passeriformes,Lesser Elaenia,Elaenia_chiriquensis,Elaenia_chiriquensis,NA,,LC,Non-threatened,-15.5422220, -47.613611,Wild managed,Artificial,No,No,19.58762887,80.41237113,0.00,0.00,,,2,2,0.301029996,2,50,97,100,100,NA,NA,97,78,0.804123711,Mayfield Method (1975) - Number of eggs hatched by number of eggs incubated per nest [Hatching Rate],NA,[Hatching Rate] Number of eggs hatched by number of eggs incubated per nest (Mayfield 1975),HS% calculated from text,Total eggs calculated from Table 5,Actual total
2009,Low & Pärt 2009,Low & Pärt 2009,Patterns of mortality for each life-history stage in a population of the endangered New Zealand stitchbird,Journal of Animal Ecology,Also in Stewart & Westneat (2013) Appendices 1 and 2,YES,NO,NO,2009,YES,YES,1997,2005,Passeriformes,Stitchbird/Hihi,Notiomystis_cincta,Notiomystis_cincta,NA,,VU,Threatened,-36.6000000,174.8833330,Wild managed,Natural,Yes,Yes,27,73,1.00,NA,,,NA,NA,0.602059991,4,396,1616,NA,1584,NA,NA,1616,1179.68,0.73,Not stated,Not stated,NA,NA,NA,Actual total
2014,Ludlow et al. 2014,Ludlow et al. 2014 (01),"Nesting ecology of grassland songbirds: effects of predation, parasitism, and weather",The Wilson Journal of Ornithology,NA,YES,NO,NO,2014,YES,NO,2010,2011,Passeriformes,Baird's Sparrow,Ammodramus_bairdii,Ammodramus_bairdii,NA,,LC,Non-threatened,50.5500000,-111.8833330,Wild,Natural,No,No,10,90,0.00,0.00,,,4.4 ± 0.8,4.4,0.641804515,4.3833335,NA,115,NA,NA,NA,NA,115,103.5,0.9,Number of eggs that hatched per clutch/nest,NA,NA,NA,NA,Actual total
2014,Ludlow et al. 2014,Ludlow et al. 2014 (02),"Nesting ecology of grassland songbirds: effects of predation, parasitism, and weather",The Wilson Journal of Ornithology,NA,YES,NO,NO,2014,YES,NO,2010,2011,Passeriformes,Sprague's Pipit,Anthus_spragueii,Anthus_spragueii,NA,,VU,Threatened,50.5500000,-111.8833330,Wild,Natural,No,No,8,92,0.00,0.00,,,4.7 ± 0.6,4.7,0.672559628,4.705,NA,65,NA,NA,NA,NA,65,59.8,0.92,Number of eggs that hatched per clutch/nest,NA,NA,NA,NA,Actual total
2014,Ludlow et al. 2014,Ludlow et al. 2014 (03),"Nesting ecology of grassland songbirds: effects of predation, parasitism, and weather",The Wilson Journal of Ornithology,NA,YES,NO,NO,2014,YES,NO,2010,2011,Passeriformes,Savannah Sparrow,Passerculus_sandwichensis,Passerculus_sandwichensis,NA,,LC,Non-threatened,50.5500000,-111.8833330,Wild,Natural,No,No,21,79,0.00,0.00,,,4.5 ± 0.9,4.5,0.62324929,4.2,NA,641,NA,NA,NA,NA,641,506.39,0.79,Number of eggs that hatched per clutch/nest,NA,NA,NA,NA,Actual total
2014,Ludlow et al. 2014,Ludlow et al. 2014 (04),"Nesting ecology of grassland songbirds: effects of predation, parasitism, and weather",The Wilson Journal of Ornithology,NA,YES,NO,NO,2014,YES,NO,2010,2011,Passeriformes,Vesper Sparrow,Pooecetes_gramineus,Pooecetes_gramineus,NA,,LC,Non-threatened,50.5500000,-111.8833330,Wild,Natural,No,No,10,90,0.00,0.00,,,3.8 ± 0.7,3.8,0.589577277,3.8866665,NA,151,NA,NA,NA,NA,151,135.9,0.9,Number of eggs that hatched per clutch/nest,NA,NA,NA,NA,Actual total
2014,Ludlow et al. 2014,Ludlow et al. 2014 (05),"Nesting ecology of grassland songbirds: effects of predation, parasitism, and weather",The Wilson Journal of Ornithology,NA,YES,NO,NO,2014,YES,NO,2010,2011,Passeriformes,Western Meadowlark,Sturnella_neglecta,Sturnella_neglecta,NA,,LC,Non-threatened,50.5500000,-111.8833330,Wild,Natural,No,No,5,95,0.00,0.00,,,5.4 ± 0.9,5.4,0.684845362,4.84,NA,87,NA,NA,NA,NA,87,82.65,0.95,Number of eggs that hatched per clutch/nest,NA,NA,NA,NA,Actual total
2018,Ludwig et al. 2018,Ludwig et al. 2018,Survival of chicks and adults explains variation in population growth in a recovering red grouse Lagopus lagopus scotica population,Wildlife Biology,NA,YES,NO,NO,2018,YES,NO,2009,2016,Galliformes,Red Grouse,Lagopus_lagopus_scotica,Lagopus_lagopus,LC,VU (EEA),VU,Threatened,55.1534310,-2.9987840,Wild managed,Natural,No,No,12,88,2.00,NA,,,9.2 ± 0.2,9.2,0.940142791,8.7125,88,NA,809.6,NA,NA,NA,809.6,712.448,0.88,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched),NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 4,Estimated from study mean
2017,Lukasch et al. 2017,Lukasch et al. 2017,Major histocompatibility complex genes partly explain early survival in house sparrows,Scientific Reports,NA,NO,NO,NO,2017,YES,NO,2012,2012,Passeriformes,House Sparrow,Passer_domesticus,Passer_domesticus,NA,,LC,Non-threatened,48.2206330,16.2843500,Captive,Natural,Yes,Yes,34.00503778,65.99496222,0.00,0.00,,,NA,NA,0.640150041,4.366666667,NA,397,NA,NA,NA,NA,397,262,0.659949622,Not stated,NA,NA,HS% calculated from text,NA,Actual total
2005,Mackintosh & Briskie 2005,Mackintosh & Briskie 2005 (01),High levels of hatching failure in an insular population of the South Island robin: a consequence of food limitation?,Biological Conservation,Original source = Byrne (1999),YES,NO,NO,1999,YES,YES,1998,1999,Passeriformes,South Island Robin [australis],Petroica_australis_australis,Petroica_australis,LC,Not threatened (NZTCS),LC,Non-threatened,-41.1000000,174.2666670,Wild,Natural,No,No,24.1,75.9,0.00,0.00,,,2.03 ± 0.03,2.03,0.408663874,2.5625,27,54,54.81,NA,NA,NA,54,40.986,0.759,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, accident, or severe weather",Not stated,NA,NA,Total eggs calculated from Table 2.2 in original source,Actual total
2005,Mackintosh & Briskie 2005,Mackintosh & Briskie 2005 (02) - Whole population,High levels of hatching failure in an insular population of the South Island robin: a consequence of food limitation?,Biological Conservation,Also in Stewart & Westneat (2013) Appendices 1 and 2,YES,NO,NO,2005,YES,YES,2001,2002,Passeriformes,South Island Robin [australis],Petroica_australis_australis,Petroica_australis,LC,Not threatened (NZTCS),LC,Non-threatened,-41.1000000,174.2666670,Wild,Natural,No,No,36.53846154,63.46153846,0.00,0.00,,,2.12 ± 0.07,2.12,0.408663874,2.5625,25,52,53,NA,NA,NA,52,33,0.634615385,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, accident, or severe weather",Not stated,NA,Exact HS% calculated from text,NA,Actual total
